Tweet,UserHandle,Party,Issue,Stance
the opposition has been demanding a debate on demonetisation for over a month but govt refuses to let parl all opposition parties met in parliament today but govt continues to scuttle debate and discussion,JM_Scindia,INC,Demonetisation,Disagreement
the way this scheme has been implemented is a monumental management failure emo_pos r manmohan singh fmr pm dr manmohan singhs speech on demonetisation in rajya sabha URL,JM_Scindia,INC,Demonetisation,Disagreement
who has been pissed in demonetisation those people who do not have black money worth their money nor a pocket of notes under the bed,JM_Scindia,INC,Demonetisation,Disagreement
we are all in the fight against black money but the problems that the countrymen are facing are not correct,JM_Scindia,INC,Demonetisation,Disagreement
in the price of crude oil was per barrel even then petrol has not gone upto and diesel has not been rs but today when the price of crude oil costs at petrol and diesel rises to four years it is a failure of the government this inflation will slow down the budget of ordinary citizens,RVikhePatil,INC,hike in oil prices,Disagreement
sena leader killed himself because of note ban gst says cong leader,RVikhePatil,INC,GST,Disagreement
there was no reflection of gandhis ideas anywhere in this government budget that used gandhijis specs for advertisements for the clean india campaign by reducing the provisions of social sectors they have ignored poor neglected disadvantaged dalit tribal minority and women,RVikhePatil,INC,Swacch Bharat,Disagreement
mehul choksi an accused in the pnb scam bought gitanjali thousand diamonds by branding it for lakhs its diamonds and the diamonds in the state cabinet are the same it was only branding which is also on branding,RVikhePatil,INC,PNB Scam,Disagreement
the government claims to have increased gdp and growth rates however there was no trade in the country no employment generation increased no living standard improved if the growth rate is increased then why does not its positive impact appear on the ground incmaharashtra budget2018,RVikhePatil,INC,GDP growth,Disagreement
incmaharashtra statewide agitation of congress party from january against petrol and diesel price hike ashok chavan incmharashtra to launch statewide agitation from january against arbitary fuel price hike by govt ashok chavan USER_MENTION USER_MENTION incindiapic.twitter.com q6i9dyg79k,RVikhePatil,INC,hike in oil prices,Disagreement
officials and employees of the maharashtra state sector and service tax department are on strike from yesterday government should take immediate care of their demands and get relief from them incmaharashtraUSER_MENTION,RVikhePatil,INC,GST,Disagreement
the decision to slash interest rates on small savings schemes including nsc and ppf by percentage is another failure of this government.the government has paved the path of picking peoples pocket to reduce the fiscal deficit.USER_MENTION URL,RVikhePatil,INC,nsc and ppf rate cuts,Disagreement
the condition of the ashram shala hostels is very pathetic during the tenure of the government of india in the clean india the ashram schools and hostel girls have to go for open to the toilet and go to the river for bathing incmaharashtra cmom,RVikhePatil,INC,Swacch Bharat,Disagreement
USER_MENTION chief election commissioner dictator army guidelines self or nda govt defeating in gujarat or padmavati movie postpone date why election pok kashmir issue high agitation cec your brain use for democracy secular socialist independence of aam aadmi cec response,RVikhePatil,INC,Padmavati film screening,Disagreement
demonetisation blackday bjpmoneylaunderingday demonetisation is a tragedy we stand with millions of honest indians whose lives livelihoods were destroyed by thoughtless act,RVikhePatil,INC,Demonetisation,Disagreement
todays reduction of petrol diesel is equivalent to placing one rupee and paying back two rupees incmc,RVikhePatil,INC,hike in oil prices,Disagreement
petrol diesel price cut inadequacies low oil prices more cuts needed USER_MENTION,RVikhePatil,INC,hike in oil prices,Disagreement
the demands of anganwadi sevaks are right the government should take the decision to give minimum thousand rupees to them after seeing inflation and increased work,RVikhePatil,INC,Inflation control,Disagreement
what i dreamt earlier is reality now.by the grace of shri saibaba honble president of india inaugurated shirdi international airport gst major item uncover margin sell total URL,RVikhePatil,INC,GST,Disagreement
government can not find solutions to the gst shortcomings entrepreneurs businessmen are angry small commercial fates are scared of ending,RVikhePatil,INC,GST,Disagreement
punjabs debt waiver is a painting in the eyes of the maharashtra government ensure the fate of the famous petrol immediately,RVikhePatil,INC,hike in oil prices,Disagreement
the grievance that farmers debt waiver was not announced during the special session of maharashtra legislative assembly for gst but this fight will continue USER_MENTION,RVikhePatil,INC,GST,Disagreement
today the same modi government has converted the gst bill therefore the gst in the country is the achievement of the congress not the bjp,RVikhePatil,INC,GST,Disagreement
when the upa government presented the gst bill the then chief minister of gujarat narendra modi had opposed it USER_MENTION,RVikhePatil,INC,GST,Disagreement
the approval of gst across the country including maharashtra is the achievement of congress USER_MENTION,RVikhePatil,INC,GST,Disagreement
congress is the only achievement of gst woe to not declare vikhe patils forgiveness mumbai may,RVikhePatil,INC,GST,Disagreement
congress is the only achievement of gst woe to not declare vikhe patils forgiveness mumbai may,RVikhePatil,INC,GST,Disagreement
gst USER_MENTION gst USER_MENTION,RVikhePatil,INC,GST,Disagreement
in order to succeed gst the state government should execute this decision with proper planning and complete preparation,RVikhePatil,INC,GST,Disagreement
gst is an indirect tax it will be the same for the rich and the poor therefore the need to take precautions that gst will not be financially stressed,RVikhePatil,INC,GST,Disagreement
the gst council should only be a platform for coordination he can not get legal status,RVikhePatil,INC,GST,Disagreement
there is no governments capacity to increase income this has increased the burden on people every time if there is a deficit in gst due to gst then do not hold on to the masses,RVikhePatil,INC,GST,Disagreement
the current format of gst is incompatible with the original concept of one country one tax due to the new bill prices of different states will vary from state to state,RVikhePatil,INC,GST,Disagreement
do not blame gst as nonsmoker wikileaks,RVikhePatil,INC,GST,Disagreement
USER_MENTION just like farmers debt waiver of gst bill radhakrishna vikhe patil USER_MENTION USER_MENTION USER_MENTION USER_MENTION esakalupdatepic.twitter.com rxn0t7ex0f,RVikhePatil,INC,GST,Disagreement
does the demand for farmer suicides and development be less important than gst mahcongress,RVikhePatil,INC,GST,Disagreement
increasing activities of suicide and development announcement this is a more serious topic than gst still not a special session for this mahcongress,RVikhePatil,INC,GST,Disagreement
when a special session for gst is being taken do not call a special session to announce debt forgiveness mahcongress,RVikhePatil,INC,GST,Disagreement
we do not have any objection about the gst bill approved properly finally the gst is the bill we brought USER_MENTION,RVikhePatil,INC,GST,Disagreement
the question of farmers suicides is less important than gst opposition leader radhakrishna vikhe patils government,RVikhePatil,INC,GST,Disagreement
the question of farmers suicides is less important than gst opposition leader radhakrishna vikhe patils government,RVikhePatil,INC,GST,Disagreement
